phase	sample_id	epoch_ms	backend	pid	rss_bytes	pss_bytes
idle	6	1787280077012	7	4029	22327296	3398656
idle	6	1787280077012	8	4033	22327296	3398656
idle	7	1787280077140	1	4028	21958656	3398656
idle	7	1787280077140	2	4027	21938176	3404800
idle	7	1787280077140	3	4026	21966848	3389440
idle	7	1787280077140	4	4032	22327296	3398656
idle	7	1787280077140	5	4030	22093824	3399680
idle	7	1787280077140	6	4031	22327296	3398656
idle	7	1787280077140	7	4029	22327296	3398656
idle	7	1787280077140	8	4033	22327296	3398656
idle	8	1787280077271	1	4028	21958656	3398656
idle	8	1787280077271	2	4027	21938176	3404800
idle	8	1787280077271	3	4026	21966848	3389440
idle	8	1787280077271	4	4032	22327296	3398656
idle	8	1787280077271	5	4030	22093824	3399680
idle	8	1787280077271	6	4031	22327296	3398656
idle	8	1787280077271	7	4029	22327296	3398656
idle	8	1787280077271	8	4033	22327296	3398656
idle	9	1787280077395	1	4028	21958656	3398656
idle	9	1787280077395	2	4027	21938176	3404800
idle	9	1787280077395	3	4026	21966848	3389440
idle	9	1787280077395	4	4032	22327296	3398656
idle	9	1787280077395	5	4030	22093824	3399680
idle	9	1787280077395	6	4031	22327296	3398656
idle	9	1787280077395	7	4029	22327296	3398656
idle	9	1787280077395	8	4033	22327296	3398656
idle	10	1787280077517	1	4028	21958656	3398656
idle	10	1787280077517	2	4027	21938176	3404800
idle	10	1787280077517	3	4026	21966848	3389440
idle	10	1787280077517	4	4032	22327296	3398656
idle	10	1787280077517	5	4030	22093824	3399680
idle	10	1787280077517	6	4031	22327296	3398656
idle	10	1787280077517	7	4029	22327296	3398656
idle	10	1787280077517	8	4033	22327296	3398656
loaded	11	1787280079972	1	4028	109846528	74705920
loaded	11	1787280079972	2	4027	108834816	74612736
loaded	11	1787280079972	3	4026	109518848	74697728
loaded	11	1787280079972	4	4032	109842432	74705920
loaded	11	1787280079972	5	4030	109608960	74706944
loaded	11	1787280079972	6	4031	109875200	74705920
loaded	11	1787280079972	7	4029	109699072	74672128
loaded	11	1787280079972	8	4033	109383680	74658816
loaded	12	1787280080090	1	4028	109846528	74705920
loaded	12	1787280080090	2	4027	108834816	74612736
loaded	12	1787280080090	3	4026	109518848	74697728
loaded	12	1787280080090	4	4032	109842432	74705920
loaded	12	1787280080090	5	4030	109608960	74706944
loaded	12	1787280080090	6	4031	109875200	74705920
loaded	12	1787280080090	7	4029	109699072	74672128
loaded	12	1787280080090	8	4033	109383680	74658816
loaded	13	1787280080207	1	4028	109846528	74705920
loaded	13	1787280080207	2	4027	108834816	74612736
loaded	13	1787280080207	3	4026	109518848	74697728
loaded	13	1787280080207	4	4032	109842432	74705920
loaded	13	1787280080207	5	4030	109608960	74706944
loaded	13	1787280080207	6	4031	109875200	74705920
loaded	13	1787280080207	7	4029	109699072	74672128
loaded	13	1787280080207	8	4033	109383680	74658816
loaded	14	1787280080326	1	4028	109846528	74705920
loaded	14	1787280080326	2	4027	108834816	74612736
loaded	14	1787280080326	3	4026	109518848	74697728
loaded	14	1787280080326	4	4032	109842432	74705920
loaded	14	1787280080326	5	4030	109608960	74706944
loaded	14	1787280080326	6	4031	109875200	74705920
loaded	14	1787280080326	7	4029	109699072	74672128
loaded	14	1787280080326	8	4033	109383680	74658816
loaded	15	1787280080445	1	4028	109846528	74705920
loaded	15	1787280080445	2	4027	108834816	74612736
loaded	15	1787280080445	3	4026	109518848	74697728
loaded	15	1787280080445	4	4032	109842432	74705920
loaded	15	1787280080445	5	4030	109608960	74706944
loaded	15	1787280080445	6	4031	109875200	74705920
loaded	15	1787280080445	7	4029	109699072	74672128
loaded	15	1787280080445	8	4033	109383680	74658816
loaded	16	1787280080567	1	4028	109846528	74705920
loaded	16	1787280080567	2	4027	108834816	74612736
loaded	16	1787280080567	3	4026	109518848	74697728
loaded	16	1787280080567	4	4032	109842432	74705920
loaded	16	1787280080567	5	4030	109608960	74706944
loaded	16	1787280080567	6	4031	109875200	74705920
loaded	16	1787280080567	7	4029	109699072	74672128
loaded	16	1787280080567	8	4033	109383680	74658816
loaded	17	1787280080689	1	4028	109846528	74705920
loaded	17	1787280080689	2	4027	108834816	74612736
loaded	17	1787280080689	3	4026	109518848	74697728
loaded	17	1787280080689	4	4032	109842432	74705920
loaded	17	1787280080689	5	4030	109608960	74706944
loaded	17	1787280080689	6	4031	109875200	74705920
loaded	17	1787280080689	7	4029	109699072	74672128
loaded	17	1787280080689	8	4033	109383680	74658816
loaded	18	1787280080807	1	4028	109846528	74705920
loaded	18	1787280080807	2	4027	108834816	74612736
loaded	18	1787280080807	3	4026	109518848	74697728
loaded	18	1787280080807	4	4032	109842432	74705920
loaded	18	1787280080807	5	4030	109608960	74706944
loaded	18	1787280080807	6	4031	109875200	74705920
loaded	18	1787280080807	7	4029	109699072	74672128
loaded	18	1787280080807	8	4033	109383680	74658816
loaded	19	1787280080937	1	4028	109846528	74705920
loaded	19	1787280080937	2	4027	108834816	74612736
loaded	19	1787280080937	3	4026	109518848	74697728
loaded	19	1787280080937	4	4032	109842432	74705920
loaded	19	1787280080937	5	4030	109608960	74706944
loaded	19	1787280080937	6	4031	109875200	74705920
loaded	19	1787280080937	7	4029	109699072	74672128
loaded	19	1787280080937	8	4033	109383680	74658816
loaded	20	1787280081059	1	4028	109846528	74705920
loaded	20	1787280081059	2	4027	108834816	74612736
loaded	20	1787280081059	3	4026	109518848	74697728
loaded	20	1787280081059	4	4032	109842432	74705920
loaded	20	1787280081059	5	4030	109608960	74706944
loaded	20	1787280081059	6	4031	109875200	74705920
loaded	20	1787280081059	7	4029	109699072	74672128
loaded	20	1787280081059	8	4033	109383680	74658816
loaded	21	1787280081183	1	4028	109846528	74705920
loaded	21	1787280081183	2	4027	108834816	74612736
loaded	21	1787280081183	3	4026	109518848	74697728
loaded	21	1787280081183	4	4032	109842432	74705920
loaded	21	1787280081183	5	4030	109608960	74706944
loaded	21	1787280081183	6	4031	109875200	74705920
loaded	21	1787280081183	7	4029	109699072	74672128
loaded	21	1787280081183	8	4033	109383680	74658816
loaded	22	1787280081306	1	4028	109846528	74705920
loaded	22	1787280081306	2	4027	108834816	74612736
loaded	22	1787280081306	3	4026	109518848	74697728
loaded	22	1787280081306	4	4032	109842432	74705920
loaded	22	1787280081306	5	4030	109608960	74706944
loaded	22	1787280081306	6	4031	109875200	74705920
loaded	22	1787280081306	7	4029	109699072	74672128
loaded	22	1787280081306	8	4033	109383680	74658816
loaded	23	1787280081431	1	4028	109846528	74705920
loaded	23	1787280081431	2	4027	108834816	74612736
loaded	23	1787280081431	3	4026	109518848	74697728
loaded	23	1787280081431	4	4032	109842432	74705920
loaded	23	1787280081431	5	4030	109608960	74706944
loaded	23	1787280081431	6	4031	109875200	74705920
loaded	23	1787280081431	7	4029	109699072	74672128
loaded	23	1787280081431	8	4033	109383680	74658816
loaded	24	1787280081562	1	4028	109846528	74705920
loaded	24	1787280081562	2	4027	108834816	74612736
loaded	24	1787280081562	3	4026	109518848	74697728
loaded	24	1787280081562	4	4032	109842432	74705920
loaded	24	1787280081562	5	4030	109608960	74706944
loaded	24	1787280081562	6	4031	109875200	74705920
loaded	24	1787280081562	7	4029	109699072	74672128
loaded	24	1787280081562	8	4033	109383680	74658816
loaded	25	1787280081686	1	4028	109846528	74705920
loaded	25	1787280081686	2	4027	108834816	74612736
loaded	25	1787280081686	3	4026	109518848	74697728
loaded	25	1787280081686	4	4032	109842432	74705920
loaded	25	1787280081686	5	4030	109608960	74706944
loaded	25	1787280081686	6	4031	109875200	74705920
loaded	25	1787280081686	7	4029	109699072	74672128
loaded	25	1787280081686	8	4033	109383680	74658816
loaded	26	1787280081816	1	4028	109846528	74705920
loaded	26	1787280081816	2	4027	108834816	74612736
loaded	26	1787280081816	3	4026	109518848	74697728
loaded	26	1787280081816	4	4032	109842432	74705920
loaded	26	1787280081816	5	4030	109608960	74706944
loaded	26	1787280081816	6	4031	109875200	74705920
loaded	26	1787280081816	7	4029	109699072	74672128
loaded	26	1787280081816	8	4033	109383680	74658816
loaded	27	1787280081947	1	4028	109846528	74705920
loaded	27	1787280081947	2	4027	108834816	74612736
loaded	27	1787280081947	3	4026	109518848	74697728
loaded	27	1787280081947	4	4032	109842432	74705920
loaded	27	1787280081947	5	4030	109608960	74706944
loaded	27	1787280081947	6	4031	109875200	74705920
loaded	27	1787280081947	7	4029	109699072	74672128
loaded	27	1787280081947	8	4033	109383680	74658816
loaded	28	1787280082070	1	4028	109846528	74705920
loaded	28	1787280082070	2	4027	108834816	74612736
loaded	28	1787280082070	3	4026	109518848	74697728
loaded	28	1787280082070	4	4032	109842432	74705920
loaded	28	1787280082070	5	4030	109608960	74706944
loaded	28	1787280082070	6	4031	109875200	74705920
loaded	28	1787280082070	7	4029	109699072	74672128
loaded	28	1787280082070	8	4033	109383680	74658816
loaded	29	1787280082192	1	4028	109846528	74705920
loaded	29	1787280082192	2	4027	108834816	74612736
loaded	29	1787280082192	3	4026	109518848	74697728
loaded	29	1787280082192	4	4032	109842432	74705920
loaded	29	1787280082192	5	4030	109608960	74706944
loaded	29	1787280082192	6	4031	109875200	74705920
loaded	29	1787280082192	7	4029	109699072	74672128
loaded	29	1787280082192	8	4033	109383680	74658816
loaded	30	1787280082317	1	4028	109846528	74705920
loaded	30	1787280082317	2	4027	108834816	74612736
loaded	30	1787280082317	3	4026	109518848	74697728
loaded	30	1787280082317	4	4032	109842432	74705920
loaded	30	1787280082317	5	4030	109608960	74706944
loaded	30	1787280082317	6	4031	109875200	74705920
loaded	30	1787280082317	7	4029	109699072	74672128
loaded	30	1787280082317	8	4033	109383680	74658816
query	31	1787280082596	1	4028	112046080	75506688
query	31	1787280082596	2	4027	111476736	75467776
query	31	1787280082596	3	4026	111865856	75399168
query	31	1787280082596	4	4032	112136192	75407360
query	31	1787280082596	5	4030	111910912	75408384
query	31	1787280082596	6	4031	112168960	75701248
query	31	1787280082596	7	4029	112046080	75380736
query	31	1787280082596	8	4033	111808512	75364352
query	32	1787280082698	1	4028	112050176	75510784
query	32	1787280082698	2	4027	111501312	75471872
query	32	1787280082698	3	4026	111955968	75403264
query	32	1787280082698	4	4032	112140288	75411456
query	32	1787280082698	5	4030	111915008	75412480
query	32	1787280082698	6	4031	112173056	75410432
query	32	1787280082698	7	4029	112050176	75384832
query	32	1787280082698	8	4033	111808512	75364352
query	33	1787280082802	1	4028	113491968	75510784
query	33	1787280082802	2	4027	111501312	75471872
query	33	1787280082802	3	4026	113397760	76849152
query	33	1787280082802	4	4032	113188864	76857344
query	33	1787280082802	5	4030	111915008	75412480
query	33	1787280082802	6	4031	112173056	75410432
query	33	1787280082802	7	4029	112050176	75384832
query	33	1787280082802	8	4033	111808512	75364352
query	34	1787280082909	1	4028	112050176	75510784
query	34	1787280082909	2	4027	111501312	75471872
query	34	1787280082909	3	4026	111955968	75403264
query	34	1787280082909	4	4032	112140288	75412480
query	34	1787280082909	5	4030	111915008	75412480
query	34	1787280082909	6	4031	112173056	75410432
query	34	1787280082909	7	4029	112050176	75385856
query	34	1787280082909	8	4033	111808512	75674624
query	35	1787280083013	1	4028	112050176	75513856
query	35	1787280083013	2	4027	111501312	75474944
query	35	1787280083013	3	4026	111955968	75407360
query	35	1787280083013	4	4032	112140288	75415552
query	35	1787280083013	5	4030	111915008	75416576
query	35	1787280083013	6	4031	112173056	75413504
query	35	1787280083013	7	4029	112910336	76687360
query	35	1787280083013	8	4033	111808512	75367424
query	36	1787280083119	1	4028	113610752	75517952
query	36	1787280083119	2	4027	111505408	75479040
query	36	1787280083119	3	4026	112611328	76656640
query	36	1787280083119	4	4032	112140288	75415552
query	36	1787280083119	5	4030	111915008	75416576
query	36	1787280083119	6	4031	112173056	75413504
query	36	1787280083119	7	4029	112123904	75388928
query	36	1787280083119	8	4033	111808512	75367424
query	37	1787280083222	1	4028	112242688	75517952
query	37	1787280083222	2	4027	111505408	75479040
query	37	1787280083222	3	4026	112029696	75407360
query	37	1787280083222	4	4032	112168960	75415552
query	37	1787280083222	5	4030	111915008	75416576
query	37	1787280083222	6	4031	112435200	76212224
query	37	1787280083222	7	4029	112123904	75388928
query	37	1787280083222	8	4033	111808512	75367424
query	38	1787280083326	1	4028	112242688	75517952
query	38	1787280083326	2	4027	111505408	75479040
query	38	1787280083326	3	4026	112029696	75407360
query	38	1787280083326	4	4032	112168960	75755520
query	38	1787280083326	5	4030	111915008	75416576
query	38	1787280083326	6	4031	112173056	75458560
query	38	1787280083326	7	4029	112123904	75388928
query	38	1787280083326	8	4033	111808512	75367424
query	39	1787280083430	1	4028	112242688	75517952
query	39	1787280083430	2	4027	111583232	75479040
query	39	1787280083430	3	4026	112029696	75407360
query	39	1787280083430	4	4032	113217536	76861440
query	39	1787280083430	5	4030	111915008	75416576
query	39	1787280083430	6	4031	112173056	75413504
query	39	1787280083430	7	4029	112123904	75388928
query	39	1787280083430	8	4033	111845376	75367424
query	40	1787280083534	1	4028	112242688	76128256
query	40	1787280083534	2	4027	113025024	76924928
query	40	1787280083534	3	4026	112029696	75407360
query	40	1787280083534	4	4032	112168960	75415552
query	40	1787280083534	5	4030	111915008	75416576
query	40	1787280083534	6	4031	112173056	75413504
query	40	1787280083534	7	4029	112152576	75388928
query	40	1787280083534	8	4033	111845376	75367424
